Código;Descrição;U.M;Valor custo R$;"Valor 
venda R$";Lucro R$;lucro %;Saldo estoque;"Custo estoque
Atual R$";Fornecedor;Cód Forn.
PRO1072;PA. SX FL. ROSCA TRILOBULAR M6-1.00 X 16 - 10.9 ZB;PÇ;1;1,44;0,44;44,00%;1111;1111;;
PRO1073;PA. SX FL. ROSCA TRILOBULAR M6-1.00 X 20 - 10.9 ZB;PÇ;1;1,68;0,68;68,00%;1111;1111;;
PRO1074;PA. SX FL. ROSCA TRILOBULAR M6-1.00 X 30 - 10.9 ZB;PÇ;1;2,16;1,16;116,00%;1111;1111;;
PRO1075;P. S/C SEXT INT P. CN M4-0.70MA X 8 INOX A2;PÇ;1;0,46;-0,54;-54,00%;111;111;;
PRO1076;P. S/C SEXT INT P. CN M4-0.70MA X 10 INOX A2;PÇ;1;0,49;-0,51;-51,00%;1111;1111;;
PRO1077;P. S/C SEXT INT P. CN M4-0.70MA X 16 INOX A2;PÇ;1;0,72;-0,28;-28,00%;111;111;;
PRO1078;P. S/C SEXT INT P. CN M5-0.80MA X 6 INOX A2;PÇ;1;0,46;-0,54;-54,00%;1111;1111;;
PRO1079;P. S/C SEXT INT P. CN M5-0.80MA X 8 INOX A2;PÇ;1;0,54;-0,46;-46,00%;111;111;;
PRO1080;P. S/C SEXT INT P. CN M5-0.80MA X 10 INOX A2;PÇ;1;0,64;-0,36;-36,00%;11111;11111;;
PRO1081;P. S/C SEXT INT P. CN M6-1.00MA X 6 INOX A2;PÇ;1;0,48;-0,52;-52,00%;1111;1111;;
PRO1082;P. S/C SEXT INT P. CN M6-1.00MA X 8 INOX A2;PÇ;1;0,59;-0,41;-41,00%;1111;1111;;
PRO1083;P. S/C SEXT INT P. CN M6-1.00MA X 10 INOX A2;PÇ;1;0,68;-0,32;-32,00%;111;111;;
PRO1084;P. S/C SEXT INT P. CN M6-1.00MA X 12 INOX A2;PÇ;1;0,93;-0,07;-7,00%;1111;1111;;
PRO1085;P. S/C SEXT INT P. CN M6-1.00MA X 20 INOX A2;PÇ;1;1,23;0,23;23,00%;1111;1111;;
PRO1086;P. S/C SEXT INT P. CN M6-1.00MA X 25 INOX A2;PÇ;1;2,1;1,1;110,00%;111;111;;
PRO1087;P. S/C SEXT INT P. CN M10-1.50MA X 10 INOX A2;PÇ;1;2,09;1,09;109,00%;1061;1061;;
PRO1088;P. S/C SEXT INT P. CN M10-1.50MA X 12 INOX A2;PÇ;1;2,59;1,59;159,00%;111;111;;
PRO1089;P. S/C SEXT INT P. CN M10-1.50MA X 16 INOX A2;PÇ;1;2,97;1,97;197,00%;66;66;;
PRO1090;P. S/C SEXT INT P. CN M10-1.50MA X 20 INOX A2;PÇ;1;3,85;2,85;285,00%;111;111;;
PRO1091;P. S/C SEXT INT P. CN M10-1.50MA X 25 INOX A2;PÇ;1;4,91;3,91;391,00%;111;111;;
PRO1092;P. S/C SEXT INT P. CN M12-1.75MA X 16 INOX A2;PÇ;1;4,83;3,83;383,00%;111;111;;
PRO1093;P. S/C SEXT INT P. CN M12-1.75MA X 20 INOX A2;PÇ;1;7,59;6,59;659,00%;111;111;;
PRO1094;P. S/C SEXT INT P. CN M12-1.75MA X 25 INOX A2;PÇ;1;8,73;7,73;773,00%;11111;11111;;
PRO1095;P. S/C SEXT INT P. CN M12-1.75MA X 30 INOX A2;PÇ;1;9,76;8,76;876,00%;111;111;;
PRO1096;P. AA PN. TORX C/ PINO M6 X 20 INOX A2;PÇ;1;2,96;1,96;196,00%;250;250;;
PRO1097;P. CAB. CHATA TORX M8-1.25 X 25 INOX A2;PÇ;1;7,34;6,34;634,00%;111;111;;
PRO1098;P. AA ALLEN CILÍNDRICO M3 X 10 INOX A2;PÇ;1;0,53;-0,47;-47,00%;111;111;;
PRO1099;P. CAB. CILINDRICA SX INT. M5-0.80MA X 16 NYLON PA66 PRETO;PÇ;1;0,98;-0,02;-2,00%;500;500;;
PRO1100;PA. PAN PHILLIPS FL. M2.5-0.45 X 8 INOX A2;PÇ;1;0,92;-0,08;-8,00%;11111;11111;;
PRO1101;PA. PAN PHILLIPS FL. M2.5-0.45 X 6 INOX A2;PÇ;1;0,92;-0,08;-8,00%;111;111;;
PRO1102;P. AA PN. C/ PH 2.2 X 20 INOX A2;PÇ;1;0,59;-0,41;-41,00%;111;111;;
PRO1103;Oil Plug Extension Conector 1/4 NPT Macho x 1/4 NPT Femea -50mm;PÇ;1;23,83;22,83;2283,00%;111;111;;
PRO1104;testeeeeee;PÇ;1;1;0;0,00%;11;11;;
PRO1105;testeeeeeee;PÇ;1;111;110;11000,00%;111;111;;
PRO1106;P. RM PAN. C/ TORX M4-0.70 X 8 INOX A2;PÇ;1;1,1;0,1;10,00%;1000;1000;;
PRO1107;P. RM PAN. C/ TORX M5-0.80 X 12 INOX A2;PÇ;1;2,04;1,04;104,00%;1000;1000;;
PRO1108;P. RM PAN. C/ TORX M6-1.00 X 20 INOX A2;PÇ;1;4,14;3,14;314,00%;1000;1000;;
PRO1109;P. RM PAN. C/ TORX M6-1.00 X 10 INOX A2;PÇ;1;3,12;2,12;212,00%;1000;1000;;
PRO1110;P. RM PAN. C/ TORX M6-1.00 X 12 INOX A2;PÇ;1;3,36;2,36;236,00%;1000;1000;;
PRO1111;P. RM PAN. C/ TORX M8-1.25 X 16 INOX A2;PÇ;1;7,32;6,32;632,00%;1000;1000;;
PRO1112;P. RM PAN. C/ TORX M8-1.25 X 25 INOX A2;PÇ;1;9,36;8,36;836,00%;1000;1000;;
PRO1113;P. RM PAN. C/ TORX M8-1.25 X 20 INOX A2;PÇ;1;8,22;7,22;722,00%;1000;1000;;
PRO1114;P. AA ABAULADO TORX 3 X 10 INOX A2;PÇ;1;0,57;-0,43;-43,00%;111;111;;
PRO1115;P. AA PN. C/ TORX 3 X 10 ZB;PÇ;1;0,43;-0,57;-57,00%;1111;1111;;
PRO1116;P. S/C SEXT INT P. CN M12-1.75MA X 40 INOX A2;PÇ;1;10,93;9,93;993,00%;111;111;;
PRO1117;PA. SEXT. FL  M 8-1.25 X 60 RT INOX A2;PÇ;1;7,87;6,87;687,00%;1111;1111;;
PRO1118;P. CAB. CILINDRICA SX INT. M6-1.0MA X 16 - IMPERD.  INOX A2;PÇ;1;1,78;0,78;78,00%;111;111;;
PRO1119;P. CAB. CILINDRICA SX INT. M6-1.0MA X 18 - IMPERD.  INOX A2;PÇ;1;1,87;0,87;87,00%;1111;1111;;
PRO1120;P. CAB. CILINDRICA SX INT. M6-1.0MA X 20 - IMPERD.  INOX A2;PÇ;1;1,98;0,98;98,00%;1111;1111;;
PRO1121;PA RM PAN. C/ PH. M8-1.25 X 60 NYLON PA66- Branco;PÇ;1;7,27;6,27;627,00%;111;111;;
PRO1122;P. RM CH C/ PH. M2-0.40 X 10MA NYLON PA66 PRETO;PÇ;1;0,29;-0,71;-71,00%;11111;11111;;
PRO1123;P. AA CH. C/ PH 3.9 X 9.5 A2;PÇ;1;0,18;-0,82;-82,00%;1000;1000;;
PRO1124;P. CAB. CILINDRICA SX INT. M3-0.50MA X 100 RI INOX A2;PÇ;1;6,12;5,12;512,00%;111;111;;
PRO1125;P. CAB. CILINDRICA SX INT. M4-0.70MA X 100 RI INOX A2;PÇ;1;6,84;5,84;584,00%;111;111;;
PRO1126;P. CAB. CILINDRICA SX INT. M5-0.80MA X 100 RI INOX A2;PÇ;1;7,25;6,25;625,00%;111;111;;
PRO1127;P. CAB. CILINDRICA SX INT. M6-1.00MA X 100 RI INOX A2;PÇ;1;8,92;7,92;792,00%;1111;1111;;
PRO1128;P. CAB. CILINDRICA SX INT. M6-1.0MA X 25 - IMPERD.  INOX A2;PÇ;1;2,37;1,37;137,00%;111;111;;
PRO1129;P. CAB. CILINDRICA SX INT. M5-0.80MA X 12 - IMPERD.  INOX A2;PÇ;1;1,68;0,68;68,00%;111;111;;
PRO1130;P. CAB. CILINDRICA SX INT. M5-0.80MA X 14 - IMPERD.  INOX A2;PÇ;1;1,83;0,83;83,00%;1111;1111;;
PRO1131;P. CAB. CILINDRICA SX INT. M5-0.80MA X 16 - IMPERD.  INOX A2;PÇ;1;1,7;0,7;70,00%;111;111;;
PRO1132;P. RM PAN. C/ PH. M4-0.70 X 10 IMPERDI. INOX A2;PÇ;1;0,83;-0,17;-17,00%;1111;1111;;
PRO1133;POR. SEXT. M6 PALL NUT- DIN 7967 - FE. ZB;PÇ;1;0,65;-0,35;-35,00%;1111;1111;;
PRO1134;POR. SEXT. M8 PALL NUT- DIN 7967 - FE. ZB;PÇ;1;0,73;-0,27;-27,00%;111;111;;
PRO1135;POR. SEXT. M10 PALL NUT- DIN 7967 - FE. ZB;PÇ;1;0,81;-0,19;-19,00%;1111;1111;;
PRO1136;POR. SEXT. M12 PALL NUT- DIN 7967 - FE. ZB;PÇ;1;0,97;-0,03;-3,00%;1111;1111;;
PRO1137;POR. SEXT. M14 PALL NUT- DIN 7967 - FE. ZB;PÇ;1;1,39;0,39;39,00%;111;111;;
PRO1138;POR. SEXT. M16 PALL NUT- DIN 7967 - FE. ZB;PÇ;1;1,44;0,44;44,00%;111;111;;
PRO1139;POR. SEXT. M18 PALL NUT- DIN 7967 - FE. ZB;PÇ;1;1,98;0,98;98,00%;1111;1111;;
PRO1140;POR. SEXT. M20 PALL NUT- DIN 7967 - FE. ZB;PÇ;1;2,76;1,76;176,00%;111;111;;
PRO1141;POR. SEXT. M22 PALL NUT- DIN 7967 - FE. ZB;PÇ;1;2,92;1,92;192,00%;1111;1111;;
PRO1142;POR. SEXT. M24 PALL NUT- DIN 7967 - FE. ZB;PÇ;1;3,09;2,09;209,00%;111;111;;
PRO1143;P. PN PH ROSCA TRILOBULAR M3-0.50 X 8 INOX A2;PÇ;1;0,68;-0,32;-32,00%;111111;111111;;
PRO1144;P. CAB. CHATA SX INT. M4-0.70 X 8 INOX A4;PÇ;1;1,27;0,27;27,00%;111;111;;
PRO1145;P. CAB. CHATA SX INT. M4-0.70 X 10 INOX A4;PÇ;1;1,38;0,38;38,00%;1111;1111;;
PRO1146;P. CAB. CHATA SX INT. M4-0.70 X 12 INOX A4;PÇ;1;1,54;0,54;54,00%;111;111;;
PRO1147;P. CAB. CHATA SX INT. M4-0.70 X 16 INOX A4;PÇ;1;1,74;0,74;74,00%;1111;1111;;
PRO1148;P. CAB. CILINDRICA SX INT. M3-0.50MA X 8 INOX A4;PÇ;1;0,89;-0,11;-11,00%;111;111;;
PRO1149;P. S/C SEXT INT. P. PL M4-0.70 X 4MA INOX A2;PÇ;1;0,83;-0,17;-17,00%;1111;1111;;
PRO1150;P. SEXT. RI M12-1.75MA X 50 INOX A2 ROSCA ESQUERDA;PÇ;1;29,7;28,7;2870,00%;1111;1111;;
PRO1151;ITEM INDISPONÍVEL ;PÇ;1;0;-1;-100,00%;1111;1111;;
PRO1152;ITEM INDISPONÍVEL.;PÇ;1;0;-1;-100,00%;11111;11111;;
PRO1153;ITEM INDISPONÍVEL..;PÇ;1;0;-1;-100,00%;1111;1111;;
PRO1154;P. AA CH. C/ PH 2 X 6 A2;PÇ;1;0,48;-0,52;-52,00%;1074;1074;;
PRO1155;P. PLAST FL. C/ PH 2,2 X 6 A2;PÇ;1;0,53;-0,47;-47,00%;9596;9596;;
PRO1156;POR. BORBOLETA M5-0.80MA INOX A2;PÇ;1;1,04;0,04;4,00%;1111;1111;;
PRO1157;P. RM PAN. C/ PH. M4-0.70 X 8 INOX A2;PÇ;1;0,23;-0,77;-77,00%;1111;1111;;
PRO1158;P. RM CL. C/ FE M5-0.80 X 20 INOX A2;PÇ;1;0,59;-0,41;-41,00%;1111;1111;;
PRO1159;P. RM CL. C/ FE M5-0.80 X 16 INOX A2;PÇ;1;0,47;-0,53;-53,00%;1111;1111;;
PRO1160;P. RM PAN. C/ PH. M4-0.70 X 30 INOX A2;PÇ;1;0,45;-0,55;-55,00%;1111;1111;;
PRO1161;P. CAB. CHATA TORX M2-0.40MA X 10 INOX A2;PÇ;1;0,97;-0,03;-3,00%;111;111;;
PRO1162;BARRA ROSC. 1M. M8-1.25MA INOX A2;PÇ;1;34,12;33,12;3312,00%;111;111;;
PRO1163;P. RM CH. C/ FE. M4-0.70 X 8MA INOX A2;PÇ;1;0,25;-0,75;-75,00%;11111;11111;;
PRO1164;P. RM PAN. C/ PH. M4-0.70 X 6 INOX A2;PÇ;1;0,26;-0,74;-74,00%;11111;11111;;
PRO1165;P. RM PAN. C/ TORX M4-0.70 X 16 INOX A2;PÇ;1;1,29;0,29;29,00%;111;111;;
PRO1166;P. CAB. CHATA TORX M3-0.50MA X 8 INOX A2;PÇ;1;0,68;-0,32;-32,00%;111;111;;
PRO1167;P. RM PAN. C/ TORX M2.5-0.45 X 10 INOX A2;PÇ;1;0,93;-0,07;-7,00%;111;111;;
PRO1168;ITEM INDISPONÍVEL .;PÇ;1;0;-1;-100,00%;111;111;;
PRO1169;ITEM INDISPONÍVEL ..;PÇ;1;0;-1;-100,00%;111;111;;
PRO1170;P. CAB. ABAULADA SX INT. M2-0.40 X 6 LG 12.9;PÇ;1;0,86;-0,14;-14,00%;10967;10967;;
PRO1171;P. AA PN. C/ PH 2.2 X 6.5 ZP;PÇ;1;0,43;-0,57;-57,00%;75;75;;
PRO1172;ITEM INDISPONÍVEL  ..;PÇ;1;0;-1;-100,00%;111;111;;
PRO1173;ITEM INDISPONÍVEL  ...;PÇ;1;0;-1;-100,00%;111;111;;
PRO1174;ITEM INDISPONÍVEL   .;PÇ;1;0;-1;-100,00%;1111;1111;;
PRO1175;ITEM INDISPONÍVEL   ..;PÇ;1;0;-1;-100,00%;111;111;;
PRO1176;ITEM INDISPONÍVEL   ...;PÇ;1;0;-1;-100,00%;111;111;;
PRO1177;P. AA PN. C/ PH 4.8 X 50 ZB;PÇ;1;0,25;-0,75;-75,00%;111;111;;
PRO1178;BUCHA UNIVERSAL NYLON FU 8X50 FISCHER;PÇ;1;0,85;-0,15;-15,00%;111;111;;
PRO1179;PA. SX AUTO BROCANTE  6.3 X 25 - ZB;PÇ;1;0,42;-0,58;-58,00%;111;111;;
PRO1180;POR. SEXT. M6-1.00MA FE. ZB;PÇ;1;0,12;-0,88;-88,00%;111;111;;
PRO1181;ITEM INDISPONÍVEL    .;PÇ;1;0;-1;-100,00%;111;111;;
PRO1182;P. RM PAN. C/ PH. M3-0.50 X 15 NYLON PA66 PRETO;PÇ;1;0,42;-0,58;-58,00%;111;111;;
PRO1183;Oil Plug Extension Conector 1/8 NPT Macho x 1/8 NPT Femea -50mm;PÇ;1;23,83;22,83;2283,00%;111;111;;
PRO1184;POR. SEXT. M10-1.50MA INOX A2 ROSCA ESQUERDA;PÇ;1;9,2;8,2;820,00%;111;111;;
PRO1185;P. CAB. CHATA TORX M4-0.70MA X 12 INOX A2;PÇ;1;0,97;-0,03;-3,00%;11111;11111;;
PRO1186;P. CAB. CHATA TORX M4-0.70MA X 16 INOX A2;PÇ;1;1,21;0,21;21,00%;111;111;;
PRO1187;P. RM PAN. C/ TORX M2.5-0.45 X 12 INOX A2;PÇ;1;1,17;0,17;17,00%;1111;1111;;
PRO1188;P. RM PAN. C/ TORX M2.5-0.45 X 16 INOX A2;PÇ;1;1,29;0,29;29,00%;111;111;;
PRO1189;P. RM CH C/ PH. M3-0.50 X 4MA INOX A2;PÇ;1;0,67;-0,33;-33,00%;1111;1111;;
PRO1190;P. CAB. ABAULADA SX INT. M2.5-0.45 X 4 INOX A2;PÇ;1;0,97;-0,03;-3,00%;111;111;;
PRO1191;P. CAB. ABAULADA SX INT. M2-0.40 X 4 INOX A2;PÇ;1;0,85;-0,15;-15,00%;111;111;;
PRO1192;P. CAB. ABAULADA SX INT. M2.5-0.45 X 5 INOX A2;PÇ;1;1,04;0,04;4,00%;1111;1111;;
PRO1193;P. CAB. ABAULADA SX INT. M3-0.50 X 4 INOX A2;PÇ;1;1,53;0,53;53,00%;1111;1111;;
PRO1194;P. RM CH. C/ FE. M3-0.50 X 30MA INOX A2;PÇ;1;0,35;-0,65;-65,00%;111;111;;
PRO1195;P. S/C SEXT INT. P. PL M4-0.70 X 6MA INOX A2;PÇ;1;0,87;-0,13;-13,00%;111;111;;
PRO1196;P. S/C SEXT INT. P. PL M5-0.80 X 8MA INOX A2;PÇ;1;0,96;-0,04;-4,00%;1111;1111;;
PRO1197;P. CAB. CHATA TORX M2-0.40MA X 6 INOX A2;PÇ;1;0,87;-0,13;-13,00%;111;111;;
PRO1198;P. AA CH. C/ PH 3.5 X 38 A2;PÇ;1;0,52;-0,48;-48,00%;1111;1111;;
PRO1199;P. CAB. ABAULADA SX INT. M4-0.70 X 4 INOX A2;PÇ;1;0,57;-0,43;-43,00%;111;111;;
PRO1200;P. CAB. TORX INSERTO CNC  M4-0.70 X 12MA LG 12.9;PÇ;1;0,87;-0,13;-13,00%;111;111;;
PRO1201;P. S/C SEXT. INT P. MOLA ESFERA M8-1.25 X 16MA A. LIGA;PÇ;1;3,76;2,76;276,00%;1111;1111;;
PRO1202;P. S/C SEXT INT. P. PL M6-1.0 X 10MA INOX A2;PÇ;1;1,13;0,13;13,00%;1111;1111;;
PRO1203;AR. DENTADA EXT. M5 INOX A2;PÇ;1;0,52;-0,48;-48,00%;111;111;;
PRO1204;P. S/C SEXT. INT P. MOLA ESFERA M10-1.50 X 16MA A. LIGA;PÇ;1;4,96;3,96;396,00%;111;111;;
PRO1205;P. S/C SEXT. INT P. MOLA ESFERA M10-1.50 X 20MA A. LIGA;PÇ;1;6,27;5,27;527,00%;111;111;;
PRO1206;P. CAB. CILINDRICA BAIXA M5-0.80MA X 10 INOX A2;PÇ;1;1,12;0,12;12,00%;111;111;;
PRO1207;P. CAB. CILINDRICA SX INT. M4-0.70MA X 8 PVC CINZA;PÇ;1;0,72;-0,28;-28,00%;1111;1111;;
PRO1208;Kit Rosca Postiça M12 x 1.75;PÇ;1;175,2;174,2;17420,00%;11;11;;
PRO1209;Kit Rosca Postiça M4 x 0.7;PÇ;1;106,1;105,1;10510,00%;111;111;;
PRO1210;TESTEEE;PÇ;1;1;0;0,00%;11;11;;
PRO1211;TESTEEEE;PÇ;1;111;110;11000,00%;11;11;;
PRO1212;TESTEEEEE;PÇ;1;1;0;0,00%;1;1;;
PRO1213;P. RM CH C/ PH. M2.5-0.45 X 20MA INOX A2;PÇ;1;0,99;-0,01;-1,00%;1;1;;
PRO1214;P. CAB. CHATA SX INT. M4-0.70 X 50 INOX A2;PÇ;1;2,8;1,8;180,00%;1;1;;
PRO1215;P. CAB. CILINDRICA SX INT. M4-0.70MA X 8 NYLON PA66 PRETO;PÇ;1;0,69;-0,31;-31,00%;1111;1111;;
PRO1216;P. CAB. CHATA SX INT. M2.5-0.45 X 6 INOX A2;PÇ;1;0,86;-0,14;-14,00%;1111;1111;;
PRO1217;ESPAÇADOR MACHO/FÊMEA M2.5X10+6 NYLON PRETO;PÇ;1;0,47;-0,53;-53,00%;2000;2000;;
PRO1218;ESPAÇADOR FÊMEA/FÊMEA M2.5X12 NYLON PRETO;PÇ;1;0,49;-0,51;-51,00%;1000;1000;;
PRO1219;P. CAB. CHATA SX INT. M6-1.00 X 25 LG 12.9;PÇ;1;0,57;-0,43;-43,00%;1111;1111;;
PRO1220;P. SEXT. RI M12-1.75MA X 70 10.9 EN;PÇ;1;3,3;2,3;230,00%;111;111;;
PRO1221;P. SEXT. RI M10-1.50MA X 50 10.9 EN;PÇ;1;1,89;0,89;89,00%;111;111;;
PRO1222;P. CAB. CHATA SX INT. M8-1.25 X 25 LG 12.9;PÇ;1;0,87;-0,13;-13,00%;111;111;;
PRO1223;P. RM CH C/ FE. M8-1.25 X 50MA INOX A4;PÇ;1;6,87;5,87;587,00%;111;111;;
PRO1224;P. CAB. CILINDRICA SX INT. M2-0.40MA X 40 INOX A2;PÇ;1;2,98;1,98;198,00%;111;111;;
PRO1225;P. RM CH C/ PH. M8-1.25 X 25MA NYLON PA66- PRETO;PÇ;1;5,78;4,78;478,00%;111;111;;
PRO1226;P. RM CH. C/ PH M6-1.00 X 25 NYLON PA66 PRETO;PÇ;1;2,98;1,98;198,00%;111;111;;
PRO1227;POR. SEXT. M12-1.75MA INOX A2 ROSCA ESQUERDA;PÇ;1;16,8;15,8;1580,00%;11111;11111;;
PRO1228;POR. SEXT. M12-1.0MA INOX A2 ROSCA ESQUERDA;PÇ;1;21,1;20,1;2010,00%;111;111;;
PRO1229;POR. SEXT. M12-1.25MA INOX A2 ROSCA ESQUERDA;PÇ;1;21,1;20,1;2010,00%;111;111;;
PRO1230;POR. SEXT. M12-1.5MA INOX A2 ROSCA ESQUERDA;PÇ;1;21,1;20,1;2010,00%;111;111;;
PRO1231;P. CAB. CHATA TORX M5-0.80 X 10 INOX A2;PÇ;1;2,31;1,31;131,00%;1000;1000;;
PRO1232;P. AA PN. C/ PH 2.2 X 6 ZP;PÇ;1;0,29;-0,71;-71,00%;110;110;;
PRO1233;P. RM PAN. C/ TORX M8-1.25 X 30 INOX A2;PÇ;1;11,1;10,1;1010,00%;1111;1111;;
PRO1234;P. RM PAN. C/ TORX M8-1.25 X 35 INOX A2;PÇ;1;13,78;12,78;1278,00%;1111;1111;;
PRO1235;P. RM PAN. C/ TORX M8-1.25 X 40 INOX A2;PÇ;1;16,27;15,27;1527,00%;1111;1111;;
PRO1236;P. RM PAN. C/ TORX M8-1.25 X 50 INOX A2;PÇ;1;22,1;21,1;2110,00%;111;111;;
PRO1237;P. SEXT. RI M10-1.50MA X 60 8.8 EN;PÇ;1;1,79;0,79;79,00%;111;111;;
PRO1238;P. SEXT. RI M10-1.50MA X 90 8.8 EN;PÇ;1;2,57;1,57;157,00%;111;111;;
PRO1239;P S/C SEXT INT P. HD M12-1.75 X 30MA INOX A2;PÇ;1;14,1;13,1;1310,00%;111;111;;
PRO1240;PA. SX FL. RI M6-1.00X25 8.8 OXIDADO PRETO;PÇ;1;2,19;1,19;119,00%;1111;1111;;
PRO1241;PA. SX FL. RI 3/8-16X1-3/4 AÇO 8.8 ZB ;PÇ;1;6,97;5,97;597,00%;1111;1111;;
PRO1242;P S/C SEXT. INT P. CV M8-1.25 X 100MA INOX A2;PÇ;1;41,25;40,25;4025,00%;11;11;;
PRO1243;PA. SX FL. RI M6-1.00X25 10.9 OXIDADO PRETO;PÇ;1;2,47;1,47;147,00%;111;111;;
PRO1244;POR. SEXT. M4-0.70MA FE. ZB;PÇ;1;0,06;-0,94;-94,00%;111;111;;
PRO1245;INSERTO METÁLICO M2x5x4;PÇ;1;0,89;-0,11;-11,00%;1111;1111;;
PRO1246;P. CAB. ABAULADA TORX C/ PINO M5-0.80 X 30 INOX A2;PÇ;1;7,09;6,09;609,00%;1111;1111;;
PRO1247;P. AA PN. TORX C/ PINO M3 X 16 INOX A2;PÇ;1;0,87;-0,13;-13,00%;111;111;;
PRO1248;P. RM CH C/ PH. M3-0.50 X 5MA ZP;PÇ;1;0,29;-0,71;-71,00%;1111;1111;;
PRO1249;P. PLAST CH. C/ PH 2.5 X 8 ZB;PÇ;1;0,33;-0,67;-67,00%;1111;1111;;
PRO1250;P. AA CH. C/ PH 2.9 X 9.5 ZB;PÇ;1;0,13;-0,87;-87,00%;1111;1111;;
PRO1251;P. RM CH C/ PH. M4-0.70 X 8MA INOX A4;PÇ;1;0,95;-0,05;-5,00%;111;111;;
PRO1252;P. CAB. CILINDRICA SX INT. M5-0.80MA X 12 INOX A4;PÇ;1;2,04;1,04;104,00%;111;111;;
PRO1253;AR. LISA M5 INOX A4;PÇ;1;0,27;-0,73;-73,00%;111;111;;
PRO1254;P. RM PAN. C/ TORX M5-0.80 X 16 INOX A2;PÇ;1;2,28;1,28;128,00%;1111;1111;;
PRO1255;Macho Máquina M5x0,8 Hss-e1616 Tin - Yamawa Japan;PÇ;1;37,2;36,2;3620,00%;1111;1111;;
PRO1256;Macho Máquina M6x1 Hss-e1616 Tin - Yamawa Japan;PÇ;1;39,17;38,17;3817,00%;111;111;;
PRO1257;Macho Máquina M8x1,25 Hss-e1616 Tin - Yamawa Japan;PÇ;1;47,23;46,23;4623,00%;111;111;;
PRO1258;Macho Máquina M3x0,5 Hss-e1616 Tin ;PÇ;1;33,19;32,19;3219,00%;111;111;;
PRO1259;BARRA ROSC. 1M. M3-0.50MA INOX A2;PÇ;1;37,1;36,1;3610,00%;111;111;;
PRO1260;P. RM PAN. C/ PH. M4-0.70 X 15 NYLON PA66 BRANCO;PÇ;1;1,12;0,12;12,00%;111;111;;
PRO1261;P. RM CH C/ PH. M4-0.70 X 10MA INOX A4;PÇ;11;0,98;-10,02;-91,09%;1111;12221;;
PRO1262;P. CAB. ABAULADA TORX C/ PINO M5-0.80 X 12 INOX A2;PÇ;1;3,48;2,48;248,00%;1110;1110;;
PRO1263;P. RM PAN. C/ PH. M5-0.80 X 10 LATÃO;PÇ;1;2,74;1,74;174,00%;111;111;;
PRO1264;P. RM PAN. C/ PH. M5-0.80 X 16 LATÃO;PÇ;1;2,97;1,97;197,00%;111;111;;
PRO1265;P. RM PAN. C/ PH. M2.5-0.45 X 20 INOX A2;PÇ;1;1,08;0,08;8,00%;111;111;;
PRO1266;P. S/C SEXT INT P. CN M10-1.50MA X 20 INOX A2;PÇ;1;3,85;2,85;285,00%;111;111;;
PRO1267;P. CAB. ABAULADA SX INT. M4-0.70 X 30 INOX A2;PÇ;1;1,93;0,93;93,00%;111;111;;
PRO1268;P. RM PAN. C/ PH. M2.5-0.45 X 40 INOX A2;PÇ;1;2,16;1,16;116,00%;111;111;;
PRO1269;P. S/C SEXT. INT P. MOLA ESFERA M6-1.0 X 10MA INOX A2;PÇ;1;3,41;2,41;241,00%;111;111;;
PRO1270;P. CAB. CILINDRICA SX INT. M5-0.80MA X 10 LATÃO;PÇ;1;3,97;2,97;297,00%;111;111;;
PRO1271;P. CAB. CILINDRICA SX INT. M5-0.80MA X 12 LATÃO;PÇ;1;4,12;3,12;312,00%;111;111;;
PRO1272;P. CAB. CILINDRICA SX INT. M5-0.80MA X 16 LATÃO;PÇ;1;4,87;3,87;387,00%;111;111;;
PRO1273;P. S/C TORX INT. P. PL M4-0.70 X 4MA INOX A2;PÇ;1;0,76;-0,24;-24,00%;111;111;;
PRO1274;PA. SX INT. FL. SER. M6-1.00X16 8.8 OXIDADO PRETO;PÇ;1;2,23;1,23;123,00%;111;111;;
PRO1275;P. CAB. CILINDRICA SX INT. M2-0.40MA X 10 LG 12.9;PÇ;1;0,89;-0,11;-11,00%;111;111;;
PRO1276;P. CAB. CILINDRICA SX INT. M2-0.40MA X 12 LG 12.9;PÇ;1;0,92;-0,08;-8,00%;111;111;;
PRO1277;P. CAB. ABAULADA SX INT. M5-0.80 X 10 INOX A4;PÇ;1;1,83;0,83;83,00%;1111;1111;;
PRO1278;P. RM CH C/ PH. M4-0.70 X 10MA INOX A2;PÇ;1;0,23;-0,77;-77,00%;111;111;;
PRO1279;P. CAB. ABAULADA SX INT. M2.5-0.45 X 8 INOX A2;PÇ;1;0,89;-0,11;-11,00%;111;111;;
PRO1280;P. CAB. ABAULADA SX INT. M2.5-0.45 X 10 INOX A2;PÇ;1;1,1;0,1;10,00%;111;111;;
PRO1281;P. CAB. ABAULADA SX INT. M2.5-0.45 X 12 INOX A2;PÇ;1;1,13;0,13;13,00%;111;111;;
PRO1282;P. RM PAN. C/ PH. M4-0.70 X 20 INOX A2;PÇ;1;0,47;-0,53;-53,00%;111;111;;
PRO1283;P. S/C SEXT INT P CV M2.5-0.45 X 3MA A. LIGA;PÇ;1;0,72;-0,28;-28,00%;11111;11111;;
PRO1284;P. SEXT. RI M6-1.00MA X 50 NYLON PA66 BRANCO;PÇ;1;5,87;4,87;487,00%;1111;1111;;
